Place_Id,Place_Name,Category,Rating,Content
228,Museum Sri Baduga,Budaya,4.5,museum sri baduga rupa buah museum letak kota bandung jawa barat indonesia nmuseum kelola perintah provinsi jawa barat mulai diri tahun 1974 manfaat bangun lama bekas kawedanan tegallega kemudian resmi tanggal 5 juni 1980 menteri didik budaya waktu daoed joesoef npenamaan museum ambil gelar salah orang raja pajajaran sri baduga maharaja bagaimana tulis prasasti batutulis kemudian tetap lalu kepmendikbud nomor 02223 0 1990 tanggal 4 april 1990 budaya
229,Rabbit Town,Taman Hiburan,4.0,rabbit town bandung rupa salah satu wisata unik bandung diri 11 januari 2018 tempat wisata jadi hewan kelinci bagai ikon utama seluruh dekorasi buat tampil lucu mungkin tampil bagai jenis kelinci lucu unjung tarik hewan bawa pulang kelinci bel lebih tempat wisata milik ceo chairman kaum group pak henry husada pak henry sendiri sengaja jadi salah satu rumah milik luas hektar 30 kamar bangun buah objek wisata unik spesies kelinci tempat suguh spot foto bagus tak dalam wisata beberapa wahana anak unjung bawa anak rasa betah lama taman hibur
230,Stone Garden Citatah,Taman Hiburan,4.4,stone garden sebut nama hampar tanah isi formasi batu tak atur indah bentuk taman alam bandung milik banyak wisata alam sangat luar biasa nyata bandung milik wisata alam gua gua pawon wisata stone garden gua pawon rupa gua bentuk zaman purba gua manusia purba bagai tempat lindung unik atas gua pawon hampar bebatuan sangat indah pandang luar biasa kenal nama stone garden taman batu kalah indah wisata alam tangkuban perahu kawah putih ciwidey situ patengan rupa kawasan wisata alam sering kunjung banyak wisatawan lokal maupun mancanegara taman hibur
231,The Great Asia Africa,Taman Hiburan,4.4,kota bandung tampak pernah habis ide kreatif kembang destinasi wisata bagai tuju libur sedia sini mulai wisata kuliner sejarah hingga edukasi kemas cara unik tarik the great asia africa kawasan wisata anyar lembang tawar alam jajah beberapa negara dua benua selaras nama taman hibur
232,Bukit Moko,Cagar Alam,4.5,bandung bagai destinasi wisata tak pernah habis dukung lanskap cantik kawasan bandung mampu tarik perhati wisatawan baik segi alam budaya kuliner seni kreatif cara sama sekian banyak tempat wisata sedia bukit moko bandung jadi salah satu cukup populer nama beberapa tahun belakang tinggi 1500 mdpl bukit moko milik cuaca sejuk unjung biasa cuaca baik bawa jaket tebal datang musim hujan cagar alam
233,Gunung Papandayan,Cagar Alam,4.6,gunung papandayan gunung api strato letak kabupaten garut jawa barat tepat camat cisurupan gunung tinggi 2665 meter atas muka laut letak 70 km belah tenggara kota bandung npada gunung papandayan beberapa kawah kenal kawah mas kawah baru kawah nangklak kawah manuk kawah sebut keluar uap sisi ntopografi kawasan curam bukit gunung tebing terjal turut kalisifikasi schmidt ferguson masuk type iklim b curah hujan rata 3 000 mm thn kelembaban udara 70 80 temperatur 10 c cagar alam
234,Amazing Art World,Budaya,4.5,amazing art world bandung buah objek wisata letak bandung tegas destinasi wisata bukan dar pantai air terjun wisata alam hasil karya lukis nyata mampu jadi buah destinasi wisata sangat senang lukis 3d keren mampu buat manipulasi mata unjung luas amazing art world bandung jadi bagai salah satu museum lukis 3d besar bukan tingkat nasional dunia budaya
235,Gua Belanda,Cagar Alam,4.4,gua belanda bandung rupa buah gua kawasan sekarang tetap bagai taman hutan raya ir h djuanda bentang gunung barat timur rupa tangki air raksasa alamiah cadang musim kemarau daerah alir sungai cikapundung taman hutan raya ir h djuanda masa duduk belanda bangun bangkit listrik tenaga air plta bengkok rupa plta pertama indonesia tahun 1918 mana terowongan sebut lewat bukit batu pasir tufa cagar alam
236,Taman Balai Kota Bandung,Taman Hiburan,4.6,taman balai kota bandung rupa buah taman kota letak kota bandung taman belah selatan balai kota bandung taman balai kota bandung diri taman satu taman dewi sartika taman badak taman sebut resmi walikota bandung ridwan kamil tanggal 19 desember 2017 taman hibur
237,Panghegar Waterboom Bandung,Taman Hiburan,4.3,panghegar waterboom bandung rupa salah satu destinasi wisata wajib kunjung wisatawan hendak ajak buah hati main air letak buah batu lokasi kerap kali incar akhir pekan tak suguh kolam renang tempat sedia bagai wahana tarik sayang lewat diri seluncur air 2 kategori seluncur orang dewasa seluncur anak destinasi rekreasi keluarga tawar agam giat seru baik anak maupun dewasa beberapa jenis kolam coba kolam ombak kolam mini kolam arus bagai paling baru panghegar waterboom bandung kolam air panas saji wisatawan hendak rendam taman hibur
238,Gunung Manglayang,Cagar Alam,4.5,gunung manglayang buah gunung tipe stratovolcano letak kota bandung kabupaten sumedang jawa barat indonesia milik tinggi 1818 mdpl pandang cukup indah relatif terlalu tinggi kurang kenal daki gunung umum deret gunung burangrang tangkuban perahu bukit tunggul gunung manglayang gunung manglayang jadi gunung indah rangkai empat gunung sebut mungkin kalang giat alam bebas gunung sempat lupa giat alam bebas bandung walaupun gunung manglayang tetap tawar pesona alam sendiri cagar alam
239,Lembang Park & Zoo,Cagar Alam,4.5,lembang park zoo 370 ekor satwa lengkap bagai jenis herbivora karnivora omnivora luas total tempat capai 20 hektar baru 10 hektar kembang sisa kembang bagai wisata konsep safari area safari sebut unjung keliling kendara lihat satwa bebas lepas area sebut cagar alam
240,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,4.4,taman lalu lintas ade irma suryani buah taman rekreasi jantung kota bandung jawa barat indonesia bagai taman tempat main sini jadi pusat latih baca rambu lalu lintas taman lalu lintas milik erti buah taman lalu lintas traffic taman anak buah taman mana anak ajar atur jalan buah taman lalu lintas sebut buah desa taman transportasi lalu lintas taman selamat gantung lokal taman lalu lintas sering buat bagai daya tarik taman lebih besar kasus sekali pakai taman sering skala kecil dapat temu daerah kota maupun desa taman hibur
241,Lawangwangi Creative Space,Taman Hiburan,4.4,lawangwangi rupa buah galeri seni konsep retro modern madu indah alam cita rasa kuliner hmm bikin penasaran teman traveler lawangwangi creative space dar sedia lab math art space cinta nikmat seni unjung temu buah ruang khusus pamer kreasi agam seniman karya tampil beda tiap bulan galeri seni mula prediksi tarik banyak unjung rupa justru kurang mati akhir madu indah alam bangun bangun buah kafe modern nuansa seni taman hibur
242,Curug Dago,Cagar Alam,4.0,curug dago kota bandung jawa barat tinggi 800 meter atas muka air laut tinggi air terjun capai 12 meter air terjun bentuk bagai akibat alir sungai cikapundung alir panjang area maribaya hingga kota bandung curug dago pakar bandung punya nilai historis tinggi jejak sejarah hingga raja thailand alas prasasti raja thailand abad 18 tulis nama raja chulalongkom iii rama v raja thailand cagar alam
243,Kampung Korea Bandung,Budaya,4.1,kampung korea buah kawasan kota bandung bangun mirip mungkin karakter kota seoul korea selatan tuju kembang kawasan bagai giat sister city bandung seol bangun mulai tahun 2017 atas inisiatif ridwan kamil selaku wali kota bandung nkeberadaan kampung korea tuju tingkat pariwisata kota bandung budaya
244,Kampung Batu Malakasari,Taman Hiburan,4.1,kampung batu malakasari buah tempat wisata diri bekas tambang batu lokasi sebut lihat jelas pahat bekas tambang batu kini bekas tambang batu isi air bentuk jadi buah danau tempat wisata konsep wahana wisata didik tualang kuliner biasa sering jadi destinasi field trip sekolah bandung bagai wahana fasilitas sangat lengkap tunjang program field trip sekolah taman hibur
245,Jendela Alam,Taman Hiburan,4.4,nikmat alam sejuk hijau anak ikut bagai giat edukasi manfaat bagai giat edukasi sedia rancang rupa tarik buat keluarga giat edukasi sedia cocok anak mulai usia tk sma taman hibur
246,Curug Tilu Leuwi Opat,Cagar Alam,4.4,curug tilu leuwi opat rupa salah satu wisata curug lembang tempat sendiri cukup luas sini area outbond camping wisata air terjun sungai area depan upa lembah sungai jernih biasa outbond camping main laku area lokasi curug tilu leuwi opat benar tetangga langsung dusun bambu lho pernah dusun bambu naik skywalk lutung kasarung unjung area camping lihat lembah batas langsung dusun bambu nah lembah masuk area wisata curug tilu leuwi opat lembah alir sungai air jernih sumber situ lembang cagar alam
247,Kiara Artha Park,Taman Hiburan,4.4,kiara artha park rupa buah kawasan padu madu konsep huni bisnis komersial wisata ikonik kota bandung luas 2 9 hektar kiara artha park sendiri rupa salah satu sekian banyak ruang publik tema taman kota bandung letak tengah kota bandung taman lengkap taman tematik kota bandung taman kota kini jadi salah satu tuju wisata warga bandung khusus masyarakat umum meski taman baru buka tanggal 17 agustus 2019 warga bandung masyarakat sangat antusias datang nikmat bagai aktivitas wahana ada taman hibur
248,NuArt Sculpture Park,Taman Hiburan,4.7,nuart sculpture park rupa buah gallery milik orang seniman nama bandung nama nyoman nuarta lahir taban bal nyoman nuarta akhir tetap bandung fakta tarik seniman kelas internasional sebut mana rupa lulus fakultas seni rupa guru tinggi nama bandung itb tahun 1979 silam kehlian nyoman nuarta bagai orang maestro pahat patung hebat memang kenal cara internasional buat nuart sculpture park pamer semua karya seni ia milik lama taman hibur
249,Upside Down World Bandung,Taman Hiburan,4.0,upside down world bandung pertama kali buka 10 oktober 2016 konsep sangat unik semua furnitur upside down world pasang balik olah unjung langit ruang konsep rumah baik tempat wisata milik uni sendiri unjung datang sini banyak kawula muda foto latar tak biasa bangun puluh ruang tema beda layak buah rumah ruang tamu kamar tidur anak ruang keluarga ruang santai dapur kamar mandi bagai unjung ambil gambar semua ruang hasil foto cetak layan cetak foto unjung rasa tak biasa bingung gaya foto apa ada tugas arah gaya lihat hasil foto unjung pasang ruang taman hibur
250,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,4.1,pesona nirwana waterpark rupa buah objek wisata wahana air luas 4000 meter persegi lokasi kampung legok jeungjing desa panyirapan camat soreang kabupaten bandung nberjarak 1 km kantor pemda kabupaten bandung lokasi wisata buka umum tiap hari jadi alternatif pilih lokasi wisata kabupaten bandung kawasan wisata ciwidey n nlokasi pesona nirwana waterpark rupa bekas kawasan tambang gali c tebing curam hampir lokasi rupa rencana resort ramah lingkung total target bangun luas 4 hektar npemilik pesona nirwana waterpark i nyoman nuarta orang patung asal bal kenal bagai tokoh lestari lingkung taman hibur
251,Taman Lansia,Taman Hiburan,4.4,libur santai akhir pekan cocok laku habis waktu taman salah satu taman jadi tuju wisata taman lansia bandung lansia rupa singkat lanjut usia meski taman khusus lansia semua kalang nama lansia mungkin beri usia taman sangat tua bahkan usia ratus tahun sejak tahun 1885 taman hibur
252,Kampoeng Tulip,Taman Hiburan,3.8,kampoeng tulip ialah salah satu objek wisata bandung lokasi penuh bunga tulip sangat indah tulip sendiri bunga cantik identik negara kincir angin belanda saksi bunga tulip tidak perlu jauh belanda cukup pergi kota bandung bisa temu lokasi wisata milik banyak unjung mulai wisatawan kota maupun luar kota taman hibur
253,Selasar Sunaryo Art Space,Taman Hiburan,4.6,selasar sunaryo art space ssas buah ruang organisasi nirlaba tuju dukung kembang praktik kaji seni budaya visual indonesia diri tahun 1998 sunaryo ssas aktif selenggara giat orientasi edukasi publik arah dukung yayasan selasar sunaryo fokus utama ssas selenggara program seni rupa kontemporer lalu pamer diskusi residensi lokakarya bagai pusat budaya ssas selenggara giat hubung disiplin seni desain kriya seni tunjuk sastra arsitektur bagai pajang koleksi permanen ssas selenggara pamer tunggal sama tampil karya seniman muda senior indonesia maupun mancanegara taman hibur
254,Teras Cikapundung BBWS,Taman Hiburan,4.3,teras cikapundung bandung rupa daerah kumuh tak urus hasil ubah jadi tempat wisata cikapundung sungai belah kota bandung mulai daerah bandung utara muara sungai citarum bandung selatan taman rupa tempat kumpul orang kreatif seniman bandung beberapa sanggar seni ramai warung makan tempat akhir lantar biar kotor kini teras cikapundung bandung ubah jadi tempat wisata buka umum konsep ekologi urban bagai fasilitas tarik sedia teras cikapundung rekreasi obyek wisata satu lengkap kolam ikan lampu buat taman sangat cantik kunjung malam hari lebih suasana ramai buat unjung lupa tempat pernah juluk bagai tempat jin buang anak taman hibur
255,Museum Barli,Budaya,4.4,museum barli buah museum letak kota bandung museum dedikasi kenang pamer hasil karya peluk barli sasmitawinata museum diri tahun 1990 resmi oktober 1992 soesilo soedarman menteri pariwisata pos telekomunikasi waktu awal museum buka umum museum kunjung siapa museum jadi tempat bagai giat seni pamer karya seni rupa jual karya diskusi sarasehan latih studio keramik lukis budaya
256,Wisata Batu Kuda,Cagar Alam,4.4,kawasan batu kuda upa bukit hutan pinus indah tinggi 1150 1300 mdpl segar gunung bandung sini batu kuda bawah awas hutan langsung dulu tempat kes apa sekarang jauh lebih tata biasa tempat jadi tuju wisata keluarga warga tapi sekarang lebih kenal lebih banyak kunjung wisatawan cagar alam
257,Monumen Bandung Lautan Api,Budaya,4.3,monumen bandung laut api rupa monumen jadi markah tanah bandung monumen setinggi 45 meter milik sisi banyak 9 bidang nmonumen bangun ingat peristiwa bandung laut api mana jadi pembumihangusan bandung selatan pimpin muhammad toha nmonumen tengah kota letak kawasan lapang tegallega monumen jadi salah satu monumen kenal bandung nmonumen jadi pusat perhati tiap tanggal 23 maret kenang peristiwa bandung laut api budaya
258,Museum Gedung Sate,Budaya,4.6,salah satu museum jadi ikon kota museum gedung sate museum gedung sama kantor dinas gubernur jawa barat bangun masa kolonial arsitek belanda johan gerber resmi 8 desember 2017 usung smart museum museum gedung sate jadi museum interaktif pertama indonesia konsep sebut beri pandu informasi kena bangun sejarah teknologi digital budaya
259,Monumen Perjuangan Rakyat Jawa Barat,Budaya,4.5,monumen juang rakyat jawa barat monju museum sejarah juang rakyat jawa barat tatar pasundan parahyangan monumen resmi gubernur jawa barat raden nana nuriana tanggal 23 agustus 1995 budaya
260,Museum Pos Indonesia,Budaya,4.5,museum pos indonesia sejak masa hindia belanda nama pos telegraph telepon ptt tahun 1931 buka museum ptt letak sayap kanan bawah gedung kantor pusat ptt jalan cilaki nomor 55 bandung sekarang nomor 73 tepat sayap timur gedung pusat perintah provinsi jawa barat lebih kenal gedung sate 27 september 1983 menteri pariwisata pos telekomunikasi resmi ptt jadi museum pos indonesia koleksi museum diri atas prangko indonesia bagai negara sangat sejarah jumlah capai 131 000 000 keping perangko 200 koleksi alat upa timbang paket alat cetak perangko surat harga armada antar surat bagai simpan tinggal pos sebut ruang pamer museum milik ruang social center bagi aneka giat budaya
261,Ciwangun Indah Camp Official,Cagar Alam,4.3,ciwangun indah camp cic buah tempat rekreasi konsep tualang alam outbound tempat letak camat parongpong kabupaten bandung barat bahan dusun bambu latar alam hutan bawah kaki gunung burangrang cic layak jadi destinasi wisata tempat jaga indah alam beberapa aktivitas laku cic aktivitas cocok laku cic giat bas tualang alam ikut beberapa giat cocok laku ciwangun indah camp cagar alam
262,Wot Batu,Cagar Alam,4.7,wot batu buah konfigurasi energi hadir jalan spiritualitas transendental sunaryo ruang buka luas 2000 m2 rangkai 135 1 batu tanam tata cara konseptual harmoni sunaryo tarik garis gunung bandung garis bawa batu vulkanik bagai medium mahakarya tak lekang waktu tiap pahat tatah pecah bukan hasil usaha ubah batu toreh catat buah adab waris abad 21 masa datang nsunaryo cipta wot batu bagai jembatan spiritual imbang jiwa manusia wujud ragawi hidup bagai hubung empat elemen alam wot batu tanah api air angin bicara satu sama harmoni wot batu gagas ruang waktu buah sadar eksistensi manusia dimensi alam tak batas cagar alam
263,Curug Batu Templek,Cagar Alam,4.1,curug batu templek bandung buah wisata alam air terjun letak kota bandung timur sekian banyak wisata alam air terjun bandung curug batu templek tak kalah tarik pandang penuh terbing batu cadas sejarah curug batu templek sangat sederhana tempat tambang batu buah alir air terjun tahu alir sebut asal sungai atas tebing nama curug batu templek cagar alam
264,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,4.8,gereja katedral bandung katedral santo petrus buah gereja letak jalan merdeka babakanciamis sumurbandung bandung indonesia bangun rancang charles prosper wolff schoemaker gaya arsitektur neo gothic akhir lihat atas bentuk rupa salib simetris katedral santo petrus punya luas tanah besar 2 385 m luas bangun besar 785 m gereja sendiri beri nama st franciscus regis tanggal 16 juni 1895 bandung status gemeente tingkat kotamadya 1906 putus bangun bangun gereja baru bangun bangun baru laksana panjang tahun 1921 katedral lalu kati 19 februari 1922 mgr edmundus luypen s j tempat ibadah
265,Museum Mandala Wangsit Siliwangi,Budaya,4.4,museum wangsit mandala siliwangi museum militer kota bandung jawa barat siliwangi rupa nama komando daerah militer tni ad jawa barat banten nama ambil raja raja sunda ibu kota paku pajajaran kekuasaanya konon tak batas arif bijaksana wibawa jalan roda perintah sedang arti mandala wangsit rupa buah tempat simpan amanat petuah nasihat juang masa lalu generasi terus lalu benda tinggal museum resmi panglima divisi siliwangi kolonel ibrahim adjie tanggal 23 mei 1966 museum lokasi jalan lembong camat sumurbandung jalan ambil nama letkol lembong salah satu prajurit siliwangi jadi korban peristiwa kudeta angkat perang ratu adil jalan nama oude hospitaalweg budaya
266,Caringin Tilu,Cagar Alam,4.4,bandung pernah hilang pesona wisata alam selalu bius wisatawan kunjung caringin tilu salah satu wisata pandang alam indah pandang kota bandung hampar 180 derajat tempat favorit wisatawan kawasan wisata bukit moko mana sana sedia banyak kafe tempat makan siap tani libur santai wisatawan siang hari pandang alam indah suguh malam hari ganti pandang lampu kota cagar alam
267,Panama Park 825,Taman Hiburan,4.4,panama park bandung jadi salah satu tempat main bandung jawa barat wahana rekreasi sebut besar bandung buka sejak mei 2019 lalu beberapa main tawar arena misal playground hingga snow park isi salju rasa sensasi salju benar taman hibur
268,Sudut Pandang Bandung,Taman Hiburan,4.6,sudut pandang cafe bandung rupa buah destinasi wisata baru kawasan pluncut sudut pandang cafe bandung sendiri tepat kawasan sarae hills jalan pagermaneuh rt 05 rw 07 pagerwangi lembang kabupaten bandung barat jawa barat bagai informasi sarae hills rupa kawasan wisata punclut madu wisata alam wisata kuliner wisata selfie giat outbound kawasan kamu libur sama teman keluarga nikmat pandang alam bandung city view sarae hills kerja sama beberapa tempat wisata tafso barn lereng anteng de blankon dago bakery cakrawala sparkling nature d dieuland nah mulai tanggal 5 september kemarin sarae hills hias buah cafe tak sudut pandang cafe bandung taman hibur
269,Bumi Perkemahan Batu Kuda,Cagar Alam,4.5,bumi kemah batu kuda letak desa cibiru wetan camat cileunyi kabupaten bandung tepat kaki gunung manglayang area batu kuda sendiri cukup kenal kalang masyarakat rupa titik pertama daki hendak lanjut jalan puncak gunung manglayang konon zaman orang prabu buah raja jawa barat nama prabu layang kusuma sedang tunggang kuda nya terbang gunung manglayang cara tiba tiba kuda tunggang sang prabu terjerembab kubang kuat apa usaha kuda sebut keluar kubang sebut buah hasil hingga lambat laun kuda milik sang prabu terjerembab sebut ubah jadi batu batu sebut sebut lah istilah batu kuda sang prabu sendiri pilih tapa dekat batu kuda kini tempat sang prabu tapa kenal nama batu kursi area kemah batu kuda bilang cukup luas buat perlu khawatir habis titik kemah tak bisa lihat pohon pohon pinus julang jauh mata pandang guna tempat kemah daki bisa ajak keluarga libur area buka keluarga dar jalan jalan nikmat hutan pinus habis malam tidur hotel tabur bintang cagar alam
270,Bukit Bintang,Cagar Alam,4.6,bukit bintang melayu bu ket bi nta sebut nama bintang walk starhill akhir jadi terjemah nama melayu nama distrik belanja hibur kuala lumpur malaysia daerah liput jalan bukit bintang daerah daerah lama jadi pusat ritel paling tonjol kuala lumpur rupa rumah banyak pusat belanja kenal kafe al fresco bar megah pasar malam jajan jenis restoran daerah populer kalang wisatawan duduk lokal utama kalang pemuda buah bintang walk identik sebut bagai arab street cagar alam
271,Taman Vanda,Taman Hiburan,4.3,taman vanda bandung taman letak kota bandung jawa barat taman milik latar belakang pandang air mancur malam hari malam hari pasang air mancur 20 titik sorot lampu warna warni pesona nuntuk lengkap masyarakat bandung santa taman vanda sedia bangku taman pohon rimbun tanam taman buat jadi lebih segar asri santa sini siang hari sangat asyik angin milir sinar matahari tutup rimbun pohon taman hibur
272,Taman Budaya Jawa Barat,Budaya,4.3,taman budaya jawa barat tbjb diri tahun 1991 kawasan dago tea house tbjb milik fasilitas gedung teater tutup teater buka ruang pamer sekertariat sanggar olah seni wisma seni cafetaria semua fasilitas sebut untun lancar beraktifitas karya warga bandung khusus seniman tbjb helat bagai macam agenda tarik mentas karya seni lomba seni eksperimentasi karya seni seminar workshop sarasehan seni budaya terbit buku budaya
273,Curug Bugbrug,Cagar Alam,4.3,curug bugbrug sesuai nama kata bugbrug bahasa sunda arti tumpuk tumpah tindih jadi apabila tanya air terjun bandung nama curug bugbrug jawab ialah air jatuh atas bawah lihat tumpuk jatuh sebut dengar suara dasar curug brug brug brug saking keras curug tinggi 1 050 meter atas muka air laut milik tinggi 50 meter tinggi lebar curug 2 meter tempat jadi pusat buru wisatawan libur bandung cagar alam
274,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,4.6,forest walk babakan siliwangi fasilitas publik upa hutan kota hutan rupa hutan kota aktif kota bandung hingga kini letak strategis kawasan taman sari dekat kampus itb kebun binatang kawasan nuansa sejuk dominasi pohon rindang jembatan kayu besi saling hubung keliling kawasan jadi jalan susur hutan unjung jalan atas jembatan kayu nikmat segar udara kawasan hutan kota cagar alam
275,Curug Cipanas,Cagar Alam,3.9,siapa bilang rendam air panas rogoh kocek kabupaten bandung barat punya solusi lancong rasa manfaat air panas gunung asli bayar mahal curug cipanas nagrak objek wisata alam tawar mandi air panas alami mandi air panas bahkan sekadar kolam upa air terjun alami tengah kawasan kebun mata air alir deras jadi buah air terjun kecil tengah lahan bukit hijau unjung rasa sensasi rendam kolam air panas nyaman tengah alam buka cagar alam
276,Taman Jomblo,Taman Hiburan,4.1,taman jomblo acu n ntaman pasupati buah taman diri ridwan kamil bandung npedestrian jomblo buah tempat rekreasi diri jambi ntaman jomblo mataram buah taman diri mataram nusa tenggara barat taman hibur
277,Peta Park,Taman Hiburan,4.3,bandung henti tawar tempat wisata tarik kunjung utama anak muda beberapa waktu lalu peta park bandung buka tempat wisata tawar konsep taman bersih indah sangat cocok bagai tempat santa hindar hiruk pikuk kota taman rekreasi pusat kota bandung milik konsep taman piknik sebut sini unjung hanya foto bisa laku giat misal piknik taman hibur
278,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,4.9,bulan juli 1993 diri buah masjid lantai tiga tepat jalan gegerkalong girang nomor 38 bandung masjid sering juluk bagai masjid ribu tangan bangun cara gotong royong ribu masyarakat jamaah daarut tauhid di bawah bangun masjid daarut tauhid alokasi jumlah kamar tidur fungsi bagai asrama santri putri akhwat kapasitas 70 orang adapun lantai tiga fungsi shalat sedang lantai satu jadi area toko minimarket ruang khusus akhwat ruang wudhu kamar mandi tahun 2015 laku bangun luas renovasi masjid daarut tauhid bandung cara besar leta batu pertama bangun masjid laku kamis 29 januari 2015 tahun kemudian tepat tanggal 20 november 2017 masjid daarut tauhiid rampung bangun resmi kh abdullah gymnastiar selaku bina pesantren daarut tauhiid masjid hasil renovasi baru bangun 4 lantai plus basement satu lantai pintu masjid pisah ikhwan akhwat front office fo dkm masing masing area tempat wudhu kamar mandi dekat pintu masuk salah satu beda masjid daarut tauhid adalah sangat sahabat jamaah difabel fasilitas lift khusus mudah naik ruang masjid hingga lantai 4 lengkap kamar mandi khusus difabel pisah ikhwan akhwat tempat ibadah
279,Masjid Agung Trans Studio Bandung,Tempat Ibadah,4.8,masjid agung trans studio bandung tsb diri megah rumah ibadah luas 4 000 meter persegi gaya timur tengah jadi oase tengah pusat belanja tempat rekreasi konsep masjid modern adopsi ala timur tengah dasar arah chairul tanjung ct selaku mik ct corp langsung terawang wujud desain masjid agung tsb kental sentuh masjid nabawi tempat ibadah
280,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,4.9,gereja tiberias indonesia gti tiberias ministry salah satu sinode gereja kristen protestan indonesia salah satu ciri khas layan gti layan sembuh ilahi lalu jamu kudus minyak urap gereja tiberias indonesia rupa gereja wahyu perintah tuhan yesus pdt dr yesaya pariadji tugas gereja tiberias bukti yesus kristus tuhan allah maha kuasa bukti lalu mujizat mujizatnya firman allah bukan diri atas kata kuasa firman allah lebih seluruh ilmu tahu manusia manusia hidup tobat hidup kudus layak diri hadap pesta raja sorga tempat ibadah
281,Tektona Waterpark,Taman Hiburan,3.8,tektona waterpark buah wahana beri sensasi main air sama keluarga sahabat beri ceria anak maupun unjung dewasa fasilitas modern kolam ombak kolam arus kolam anak balita semi olympic mini slider anak mega slider dewasa tinggi hampir 30 meter picu adrenaline unjung wahana tektona waterpark sedia pojok kuliner gazebo jasa pompa foto aksi sudut wahana tektona waterpark selalu sedia ruang ganti ruang bilas dalam kawasan tektona waterpark taman hibur
282,Curug Cilengkrang,Cagar Alam,4.0,curug cilengkrang jadi pilih tuju objek wisata alam bandung tawar area hutan sejuk area air terjun segar meski besar kawasan air terjun cukup tenang segar wisatawan olah tolak belakang hingar bingar kota bandung curug cilengkrang tawar wisata alam tenang hijau air terjun pesona hutan pohon asri mana tempat jadi habitat hidup bagai satwa liar jaga cagar alam
283,Jembatan Pasupati,Taman Hiburan,4.6,jembatan pasupati jalan layang pasupati buah jembatan hubung utara timur kota bandung lewat lembah cikapundung panjang 2 8 km lebar 30 60 m jalan bangun atas jalan pasteur jalan lama pohon palm raja belah kanan kiri jadi ciri kota bandung jalan layang pasupati jadi salah satu ikon kota bandung pada malam hari tengah jembatan pasupati rang lampu sorot warna warni jalan layang buat arus lalu lintas wilayah jabodetabek bandung jadi lebih mudah bawah jembatan pasupati taman nama taman pasupati taman hibur
284,Pasar Baru,Pusat Perbelanjaan,4.3,pasar baru kawasan dagang pusat jalan pasar baru lurah pasar baru camat sawah besar jakarta pusat pusat belanja diri tahun 1820 rupa pusat belanja tua jakarta ujung selatan jalan pasar baru batas jalan jalan pasar baru selatan jalan pos dekat gedung seni jakarta ujung utara jalan pasar baru batas jalan kyai haji samanhudi dekat metro pasar baru jalan gereja ayam sisi kiri kanan jalan pasar baru toko pakai toko tekstil tailor toko alat olahraga sepatu toko kacamata toko hias emas ndi pasar baru banyak mukim orang india indonesia orang india indonesia dagang jual kain alat olahraga sepatu pasar baru tahun 2002 2 000 keluarga india daftar bagai duduk jakarta besar tinggal pusat kota khusus kawasan pasar baru pintu air kawasan pasar baru tempat ibadah masyarakat india indonesia n n pusat belanja
285,Taman Sejarah Bandung,Budaya,4.6,taman sejarah bandung taman letak belakang balai kota bandung kompleks perintah kota bandung taman fungsi kenal sejarah kota bandung taman lengkap informasi kena pimpin kota bandung masa masa bangun taman habis anggar 3 5 miliar rupiah budaya
286,Roemah Seni Sarasvati,Budaya,4.4,roemah seni sarasvati buah galeri lokasi jl jendral sudirman 137 bandung rss rupa project utama sarasvati arts management bangun tuju kenal bagai ragam seni budaya rss rupa tempat tukar gagas peduli cipta identitas unik kota bandung rawat kreativitas tahu salah satu program kerja sedang rancang grote postweg art project budaya
287,Puspa Iptek Sundial,Taman Hiburan,4.4,puspa iptek sundial wahana didik letak kawasan kota baru parahyangan padalarang bandung jawa barat puspa iptek sundial resmi tanggal 11 mei 2002 tepat momen hari didik nasional puspa iptek sundial rupa upaya penting wujud kota baru parahyangan bagai kota mandiri wawas didik mulai tahun 2013 area alat aga puspa iptek sundial luas fasilitas lengkap iring makin tinggi minat peduli masyarakat hadap dunia sains teknologi taman hibur
288,Masjid Salman ITB,Tempat Ibadah,4.8,masjid salman itb masjid kampus letak jalan ganesha 7 lebak siliwangi coblong kota bandung tepat depan area kampus itb ganesha luas lahan 7800 m2 luas bangun masjid 1225 m2 masjid salman lengkap bagai fasilitas tunjang kantin air minum gratis mini market ruang serbaguna masjid buka tahun 1972 rupa masjid kampus pertama indonesia tempat ibadah
289,Curug Aseupan,Cagar Alam,4.7,curug aseupan kawasan curug tilu leuwi opat curug rupa bintang utama beberapa curug sini cerita cantik lah buat isi galeri feed instagram curug sendiri dusun ciwangan lurah cihanjuang rahayu camat parangpong kabupaten bandung barat 9 km lembang jarang cukup dekat curug cimahi bukan saji pandang air terjun sekitar curug area camping ground cukup luas cagar alam
